,ID,ARTIST,TITLE,BARCODE,UNIT,FORMAT,LABEL,PRICE,PRECISION,DELIVERY,STOCK,DATE
3981,CTM001LP,WHALES IN CUBICLES,DEATH IN THE EVENING,5060091553750,1,LP,CLUB THE MAMMOTH,1041,0,1,1,20.04.2014
3982,GBLP 067,Ustad Saami,God is not a terrorist,4030433606711,1,LP,Glitterbeat Records,1062,0,1,7,18.01.2019
3986,OMD10,"KEIRAN,PHIL",POLYRHYTHMS,880319904912,1,12',OPTIMO MUSIC,810,0,1,1,30.03.2018
3990,BAY51V,A HAWK AND A HACKSAW,"WAY THE WIND BLOWS,THE",843190001217,1,LP,THE LEAF LABEL,952,0,1,1,01.10.2017
3993,SUNSLP1275,JOHNNY CASH,ORIGINAL SUN SOUND OF JOHNNY CASH,803415828418,1,LP,Snapper,1224,0,1,3,14.12.2018
3995,PP029,Aksel and Aino,Fading Pictures,4251648412090,1,LP,Public Posse,809,0,1,1,10.05.2019
3996,OLE6920,YO LA TENGO,I AM NOT AFRAID OF YOU..,744861069201,1,LP,BBQ-MATADOR,1305,0,1,1,28.06.2012
3998,OH 032-1,Bassekou Kouyate & Ngoni ba,Miri,4015698024838,1,LP,Outhere Records,1000,0,1,7, 
4001,ZZZV18002,Aussteiger,Zusammenkunft,616576255449,1,LP,MUSIC FOR DREAMS,1031,0,1,1,26.07.2018
4003,KRANK189LP,Grouper,Ruins,796441818914,1,LP,Kranky Records (AP),1206,0,1,1, 
4004,RUG261,Arctic Monkeys,Fluorescent Adolescent,887829026172,1,7',Domino,352,0,1,3,09.08.2019
4007,AKH605,"BARKER,EMILY/& THE RED CLAY HA",DEAR RIVER,691062060516,1,LP,Linn Records AKH 605,1336,0,1,1,04.08.2017
4009,MOVLPR1814,UB 40,COLLECTED -HQ-,602557107425,1,LP,MUSIC ON VINYL,1789,0,1,2,27.04.2017
4012,8823261,"ROLLING STONES,THE",BETWEEN THE BUTTONS (UK VERSION),42288232612,1,LP,DECCA,1200,0,1,1,13.10.2003
4013,BBE417CLP,V.A.,MAD MATS PRESENTS,730003141713,1,LP,BBE,1438,0,1,2,11.08.2017
4014,pfr87,raudive,zeitgeist ep ( steve bug rmx ),827170154360,1,12',poker flat,552,0,1,1, 
4016,BLOD101LP,Månegarm,Vredens Tid - Gtf LP,6663666401013,1,LP,BLACKLODGE,1250,0,1,1,25.01.2019
4018,MEX2400,"Pink, Ariel",Dedicated To Bobby Jameson (Deluxe 2xLP),184923124002,1,LP,Mexican Summer,3412,0,1,1,22.09.2017
4019,3340296,SERGE GAINSBOURG,L'EAU A LA BOUCHE,3596973402967,1,LP,WAGRAM,839,0,1,1,29.03.2017
4020,quintesse63,NY*AK,Vice EP,4260544826450,1,12',quintessentials,686,0,1,1,08.02.2019
4026,JBH078LP,"ELLIOT,VERNON",CLANGERS - ORIGINAL TELEVISION,666017331614,1,LP,TRUNK,1512,0,1,1,14.12.2018
4027,GCR 55015-1,"ZAPPA,D.,LUKATHER,S.,MALMSTEEN",Tribute To Ozzy Osbourne,90204526840,1,LP,zyx/gcr,1100,0,1,1,07.09.2018
4028,LUCKY100LP,SLEIGH BELLS,JESSICA RABBIT,689492175610,1,LP,LUCKY NUMBER,1049,0,1,1,02.11.2016
4031,BRN220LP,ALEX CHILTON,ELECTRICITY BY CANDLELIGHT,32862022012,1,LP,BAR NONE,1068,0,1,1,01.10.2017
4034,4250506832919,Various Artist,Too Slow to Disco Neo - En France (Pink Vinyl)  RS,4250506832919,1,LP,How Do You Are?,1576,0,1,1,13.04.2019
4038,HAT24LP,THE WEDDING PRESENT,MARC RILEY SESSIONS VOLUME 3,5053760044697,1,LP,HATCH,1340,0,1,2,07.02.2019
4041,CRAM 285 LP,DON THE TIGER,MATANZAS,876623007944,1,LP,CRAMMED DISCS,1375,0,1,5,01.11.2018
4044,OPPONO7LP,AMAYA LAUCIRICA,RITUALS,5053760037019,1,LP,OPPOSITE NUMBER,1364,0,1,1,21.02.2018
4048,UVO1,PHYSICS HOUSE BAND,HORIZON / RAPTURE,5053760043720,1,LP,UNEARTHLY VISION,1650,0,1,1,29.11.2018
4056,MIN005,"LONG,RALEGH",UPWARDS OF SUMMER,5060366784995,1,LP,MAKE IT NEW RECORDS,1125,0,1,1,23.06.2017
4057,RGNET1367LP,Chuck Berry,The Rough Guide To Chuck Berry,605633136746,1,LP,ROUGH GUIDE,602,0,1,5, 
4060,MRB12052,ATMOSFEAR,MOTIVATION/EXTRACT,7119691258362,1,12',MR BONGO,675,0,1,2,15.03.2019
4061,GBLP 046,Ifriqiyya Electrique,Rûwâhîne,4030433604618,1,LP,Glitterbeat Records,1062,0,1,3,26.05.2017
4067,3708778,"KNOPFLER,MARK",PRIVATEERING,602537087785,2,LP,MERCURY,1688,0,1,1,31.08.2012
4068,GBLP 059,Samba Touré,Wande,4030433605912,1,LP,Glitterbeat Records,1062,0,1,3,25.05.2018
4073,LMLP29,OST,DEVIL MAY CRY 5,5053760049371,1,LP, ,1961,0,1,1,12.07.2019
4077,WIKD 181,The Zombies,Odessey & Oracle,29667418119,1,LP,Big Beat,964,0,1,1,27.04.1998
4082,6711046,Placebo,Meds,5056167110460,1,LP,ELEVATOR LADY LIMITED,1138,0,1,10,31.05.2019
4083,MOND95,TREVOR MORRIS,MARVEL'S IRON FIST,50087365066,1,LP,MONDO,2062,0,1,1,08.02.2018
4085,ESP1003LP,Pharoah Sanders,Pharoah Sanders Quintet,825481100311,1,LP,ESP DISK,1964,0,1,2,27.10.2017
4086,CRAM 274,AQUASERGE,GUERRE EP,876623007616,1,LP,CRAMMED DISCS,875,0,1,1,09.07.2009
4089,ZZZV17003,VARIOUS ARTISTS,TROPICAL DRUMS OF DEUTSCHLAND,700461648994,1,LP,MUSIC FOR DREAMS,1031,0,1,1,10.05.2018
4090,SCR83LPX,SHAD,A SHORT STORY ABOUT A WAR,680341830018,1,LP,SECRET CITY,1606,0,1,1,26.10.2018
4093,CAD3509,COCTEAU TWINS,PINK OPAQUE -HQ-,652637350913,1,LP,BBQ-4AD,1305,0,1,1,16.07.2015
4094,5316422,"WONDER,STEVIE",SONGS IN THE KEY OF LIFE  Back To Black,600753164228,2,LP,MOTOWN,1548,0,1,1,18.08.2017
4097,5053836235,GRAVE DIGGER,HEAVY METAL.. -COLOURED-,4050538362350,2,LP,ADA-NOISE,1530,0,1,1,24.05.2018
4101,CGR73321,De Staat,Machinery,8712725733218,1,LP,Mascot,1250,0,1,1, 
4104,KINGS084,Hellsingland Underground,Carnival Beyond The Hills - Black,200000076337,1,7',WILDKINGDO,562,0,1,1, 
4105,M75571,Nine Shrines,Retribution Therapy (Ltd. Red 180 Gr.LP+MP3),819873018100,1,LP,Mascot,1250,0,1,4, 
4106,MRBLP192,"MESQUITA,RONALD",BRESIL 72,7119691257013,1,LP,MR BONGO,1351,0,1,3,15.03.2019
4108,WARPLP295,Oneohtrix Point Never,Age Of (LP+MP3),801061029517,1,LP,WARP,1401,0,1,1,01.06.2018
4109,XLLP755,AVALANCHES,WILDFLOWER,634904075514,1,LP,BBQ-XL RECORDINGS,1619,0,1,1,07.07.2016
4111,COUNT133,KASBO,PLACES WE DON T KNOW,5054429121537,1,LP,Ninja Tune,1155,0,1,1,23.03.2018
4112,LETV564LP,"FALL, THE",ASTORIA 1998,803343197556,1,LP,LET THEM EAT VINYL,1600,0,1,1,13.04.2019
4113,STS281LP,BIOSPHERE,DEPARTED GLORIES,5053760020868,1,LP,SMALLTOWN SUPERSOUND,1574,0,1,1,14.09.2016
4114,LPM-1990,Elvis Presley,For LP Fans Only,4260019712998,1,LP,Speakers Corner,1650,0,1,1,31.10.2008
4115,TCLR021,DAUWD,THEORY OF COLOURS,5054429118230,1,LP,Ninja Tune,962,0,1,1,14.07.2017
4117,CHARLYL172,QUICKSILVER MESSENGER SERVICE,AT THE KABUKI THEATRE,803415817214,1,LP,Snapper,1439,0,1,3,16.02.2015
4119,NEON4,OST,GEMINI - ORIGINAL MOTION PICTURE SOUNDTRACK,616892575443,1,LP,MONDO,2372,0,1,1,24.05.2018
4120,wir025,marian mueller,and only that (limited to 225 serialised copies),827170594166,1,12',wir,561,0,1,1, 
4126,ID002,DESTINO,EP1,4260544824418,1,LP,INSANEDANCES,655,0,1,1,05.10.2018
4129,19075883481,"PRESLEY, ELVIS",ELVIS 30 #1.. -COLOURED-,190758834818,1,LP,Sony,2324,0,1,1,12.10.2018
4130,8423521,"STEVENS,CAT",TEA FOR THE TILLERMAN,42284235211,1,LP,ISLAND,1289,0,1,1,04.02.2002
4131,SKUNK1LP,Skunk Anansie,25LIVEAT25,5053760044482,1,LP,BOOGOOYAMMA,2144,0,1,5,25.01.2019
4133,LIM8LP,HEJIRA,THREAD OF GOLD,5053760045359,1,LP,LIMA LIMO RECORDS,1238,0,1,1,14.02.2019
4134,AAPC 2241-33,Tchaikovsky,1812 Overture,753088224119,1,LP,Acoustic Sounds,3076,0,1,1,05.03.2019
4136,WIGLP424,Clinic,Wheeltappers and Shunters,887828042418,1,LP,Domino Records,1109,0,1,5,10.05.2019
4140,LORD267,THORRS HAMMER,LIVE BY COMMAND OF TOM G. WARR,808720026719,1,LP,SOUTHERN LORD,1136,0,1,2,30.08.2019
4141,CRAM 210LP,YASMINE HAMDAN,YA NASS,876623007227,1,LP,CRAMMED DISCS,1125,0,1,1,06.07.2009
4144,8738471,ORIGINAL SOUNDTRACK,STAR WARS: THE LAST JEDI,50087384715,2,LP,WALT DISNEY RECORDS,2344,0,1,1,16.03.2018
4146,3798785,"T.,JAMIE",CARRY ON THE GRUDGE,602537987856,1,LP,VIRGIN RECORDS,1289,0,1,1,26.09.2014
4148,NHS355LP,"HARDIE,HUGH",SHADOWS & SILHOUETTES,5060514962817,1,12',HOSPITAL RECORDS LTD,696,0,1,1,28.06.2019
4151,HDBLP035,IKONIKA,DISTRACTIONS,5055300386861,1,LP,HYPERDUB,984,0,1,1, 
4152,DAIS123LPY,ADULT.,THIS BEHAVIOUR (CLEAR VELLOW V,669439871409,1,LP,DAIS,1405,0,1,1,28.09.2018
4153,ATLP07,TRICKFINGER,II,4260038319314,1,LP,ACID TEST,1312,0,1,1,08.09.2017
4154,SLEEP19LP,SLEEPER,THE MODERN AGE,5053760046431,1,LP,ROM,1342,0,1,3, 
4155,3354346,VARIOUS ARTISTS,WANTED JAZZ VOL. 1,3596973543462,1,LP,WAGRAM,1031,0,1,1,05.04.2018
4156,RUG812T,Animal Collective,The Painters EP,887829081218,1,12',Domino,704,0,1,1,05.05.2017
4159,0209517CTT,Shantel/Bucovina Club Orkestar,Shantel/Bucovina Club Orkestar-Mojo Club,4029759095170,2,LP,CTT,3950,0,1,2,29.08.2014
4162,HDBLP038,VARIOUS ARTISTS,DIGGIN IN THE CARTS,5055869558549,1,LP,HYPERDUB,2319,0,1,3, 
4165,WSD60LP,MONKS ROAD SOCIAL,DOWN THE WILLOW,604565211484,1,LP,ROM,1445,0,1,1, 
4169,OGEN65,RICHARD YOUNGS,BELIEF,5053760036487,1,LP,O GENESIS,1364,0,1,1,21.02.2018
4170,XMR140LP,DUCKING PUNCHES,ALAMORT,5056032313064,1,LP,XTRA MILE RECORDINGS,1239,0,1,1,16.02.2018
4173,WIGLP319X,Sebadoh,Defend Yourself,887828031979,1,LP,DOMINO,1126,0,1,1,16.09.2013
4174,DEMREC150,SAXON,SOLID BALL OF ROCK - SAXON,5014797894518,1,LP,Demon,1245,0,1,1,27.05.2016
4175,XMR086LP,CHEAP GIRLS,FAMOUS GRAVES,5050954418869,1,LP,XTRA MILE,1041,0,1,1,09.06.2014
4177,bec5161607,manu chao,proxima estacion esperanza (+bonus cd),5060281616074,2,LP,Because Music,1218,0,1,1,06.09.2013
4180,MRBLP093,"ALF,JOHNNY",JOHNNY ALF,711969122411,1,LP,MR BONGO,1389,0,1,1,01.01.2014
4181,XMR117LP,"LYNCH,ROB","BABY, IM A RUNAWAY",5056032302860,1,LP,XTRA MILE RECORDINGS,1125,0,1,1,22.07.2016
4185,bec5156714,MR OIZO,"All Wet (2LP) feat Peaches, Boys Noize,Skrillex,",5060421567143,1,LP,Ed Banger,1499,0,1,1,25.11.2016
4189,MEDIC49LP,ELECTROSOUL SYSTEM,FLAWLESS,5060208845662,1,LP+CD,MEDSCHOOL,870,0,1,1,29.06.2015
4190,GBLP 026,Bixiga 70,III,4030433602614,1,LP,Glitterbeat Records,1062,0,1,2,11.09.2015
4192,ZEN203M,ILLUM SPHERE,SPECTRE VEX,5021392886169,1,LP,Ninja Tune,914,0,1,1,19.04.2014
4193,8740104,DIVERSE FILM/TV-SERIEN,MICKEY MOUSE DISCOá       RSD 2019,50087401047,1,LP,WALT DISNEY RECORDS,1650,0,1,1,10.04.2019
4194,KSLP069,VARIOUS ARTISTS,RUDE BOY SCORCHERS,5060135762407,1,LP,KINGSTON SOUNDS,952,0,1,1,10.11.2017
4196,KRANK219LP,"HECKER,TIM",KONOYO,796441821914,1,LP,KRANKY RECORDS,1891,0,1,1,28.09.2018
4205,SUNLP1932,JOHNNY CASH,GREATEST HITS,803415827312,1,LP,Snapper,1224,0,1,4,15.09.2017
4206,DW49,ENNIO MORRICONE,BLACK BELLY OF THE TARANTULA OST,5053760017370,1,LP,DEATH WALTZ RECORDIN,2738,0,1,2, 
4210,ZYX 20967-1,STAR TREK/ORIGINAL SOUNDTRACK,Deep Space Nine,90204688302,1,LP,zyx,1100,0,1,1,02.10.2015
4211,3349786,VARIOUS ARTISTS,SOUL MEN CLASSICS FROM THE KINGS OF SOUL MUSIC,3596973497864,1,LP,WAGRAM,825,0,1,1,26.10.2017
4214,LETV568LP,"FALL, THE",KINGS LYNN 1996,803343197594,1,LP,LET THEM EAT VINYL,1739,0,1,1,13.04.2019
4216,YTLP60,SBTRKT,SBTRKT,634904606015,1,LP,BBQ-YOUNG TURKS,1305,0,1,1,23.06.2011
4219,AEVC 3055-45,Khachaturian,Piano Concerto,753088305511,1,LP,Acoustic Sounds,5134,0,1,1,04.04.2019
4222,ZEN253,HELENA HAUFF,QUALM,5054429134001,1,LP,Ninja Tune,1540,0,1,4,03.08.2018
4225,ZEN12388,THE BUG,EXIT,5021392905167,2,LP,Ninja Tune,914,0,1,3,06.10.2014
4227,FARO199 LP,SABRINA MALHEIROS,Clareia,5060211503481,1,LP,FAR OUT RECORDINGS,1089,0,1,2, 
4229,270645,"Dead Daisies, The",Revolución,886922706455,1,LP+CD,Spitfire Music,2136,0,1,1,23.11.2018
4233,ASLP009-10,ALPHA STEPPA,"GREAT ELEPHANT,THE",634158741746,1,LP,STEPPAS RECORDS,1668,0,1,2,21.09.2018
4234,SNDWLP123,"ANIMAL,DIRON",ALONE,5056032310735,1,LP,Soundway Records,1035,0,1,3,13.10.2017
4236,CAK102LP,TORO Y MOI,WHAT FOR,677517010213,1,LP,CARPARK RECORDS,1068,0,1,2,01.10.2017
4237,NEON1,OST,INGRID GOES WEST,616892547846,1,LP,MONDO,1960,0,1,1,17.05.2018
4239,CRAM 025LP,ZAZOU/BIKAYE,Noir et Blanc  (REMASTERED vinyl re-issue),876623007784,1,LP,CRAMMED DISCS,1625,0,1,3,10.07.2009
4240,figure98,Shlomi Aber,Whistler,4260544825569,1,12',figure,655,0,1,1,13.07.2018
4241,OLE11171,ALGIERS,UNDERSIDE OF POWER,744861111719,1,LP,BBQ-MATADOR,1305,0,1,2,23.06.2017
4244,YAYHF06,SASCHE FUNKE,ACATENANGO,880319941818,1,12',YOU AND YOUR HIPPIE,1099,0,1,1,29.06.2018
4247,66296-1,SIA TOLNO,AFRICAN WOMEN,3567256629616,1,LP,LUSAFRICA,938,0,1,2, 
4250,7736623,GLASS ANIMALS,ZABA (STRIPPED)           RSD 2019,602577366239,1,LP,CAROLINE RECORDS,1548,0,1,1,10.04.2019
4255,HUD002LPX,"MCSWEENEY,NEIL","COAT WORTH WEARING,A (RED VINY",713924999847,1,LP,HUDSON RECORDS,1239,0,1,1,10.03.2017
4256,M75191,Little Hurricane,Same Sun Same Moon (180 Gr.White Vinyl+MP3),819873014652,1,LP,Mascot,750,0,1,2,14.04.2017
4257,88875111931,"Davis, Miles",Sketches Of Spain,888751119314,1,LP,Columbia/Legacy,1250,0,1,1,16.10.2015
4258,KSLP070,"ANDY,HORACE",NATTY DREAD A WEH SHE WENT,5060135762421,1,LP,KINGSTON SOUNDS,954,0,1,1,15.12.2017
4261,IT09,2raumwohnung,In Wirklich,4250624600384,1,LP,IT SOUNDS,1181,0,1,1,09.09.2016
4264,INSATIABLE5,SUEDE,A NEW MORNING - SUEDE,5014797890275,1,LP,Demon,1384,0,1,1,17.02.2014
4265,COUNT061,ANDREYA TRIANA,GIANTS,5054429000955,2,LP,Ninja Tune,866,0,1,1,04.05.2015
4268,CAK132LP,"REO,EMILY",ONLY YOU CAN SEE IT,677517013214,1,LP,CARPARK RECORDS,1190,0,1,2,18.10.2019
4270,PRD75591,Joe Bonamassa,Redemption (Black 2LP 180 Gr. Gatefold Sleeve+MP3),819873017417,1,LP,Mascot,1500,0,1,1,21.09.2018
4271,0212885EMU,Tarja,Tarja-Act II,4029759128854,1,LP,EMU,1739,0,1,1,27.07.2018
4273,DW116,ALAN HOWARTH,HALLOWEEN 5: THE REVENGE OF MICHAEL MYERS,5053760041108,1,LP,DEATH WALTZ RECORDIN,2166,0,1,1,16.08.2018
4275,8285221,PORTISHEAD,DUMMY,42282852212,1,LP,POLYDOR,1289,0,1,1,04.02.2002
4278,7741271,HOZIER,"WASTELAND, BABY|",602577412714,2,LP,ISLAND,1856,0,1,4,01.03.2019
4279,ANWJTQ1,JAMES TAYLOR QUARTET,SOUNDTRACK FROM ELECTRIC BLACK,5055637198922,1,LP,AUDIO NETWORK,1444,0,1,1,22.11.2018
4280,TRESOR299,XOR GATE,CONIC SECTIONS,666017320663,1,12',TRESOR,1071,0,1,1,20.04.2018
4281,4747791,"OLDFIELD,MIKE","1984 SUITE, THE",602547477910,1,LP,VIRGIN RECORDS,1688,0,1,1,29.01.2016
4282,MRB12044,ATMOSFEAR,DANCING IN OUTER SPACE/OUTER S,7119691254968,1,12',MR BONGO,675,0,1,1,26.10.2018
4284,EPIT 27322-7,Broken Twin,Sun Has Gone/ You Can't Put Your Arms…,8714092732276,1,7',Epitaph,406,0,1,1, 
4285,OWS01,"HESS,DAVID","LAST HOUSE ON THE LEFT,THE",676753887306,1,LP,ONE WAY STATIC,2025,0,1,2,13.09.2019
4286,MOND75,KONAMI KUKEIHA CLUB,CASTLEVANIA SYMPHONY OF THE NIGHT,843563106389,1,LP,ROM,2605,0,1,1, 
4292,BRN-LP-266,"WU,YUNG",SHORE LEAVE,32862026614,1,LP,BAR NONE,1190,0,1,1,21.04.2018
4294,GBLP 032,Bixiga 70,The Copan Connection: Bixiga 70 Meets Victor Rice,4030433603215,1,LP,Glitterbeat Records,1062,0,1,2,16.04.2016
4295,NVP082LP,Panopticon,On the Subject of Mortality (Vinyl),612608806832,1,LP,NORDVISPRO,1375,0,1,1,28.12.2018
4296,PLR002LP,HOLY MOLY/THE CRACKERS,SALEM,5056032309807,1,LP,PINK LANE,1156,0,1,1,14.07.2017
4302,KSCOPE1034,RICHARD BARBIERI,VARIANTS.3+4 (2LP),802644803418,1,LP,Snapper,1774,0,1,2, 
4307,BLOD102LP,Månegarm,Urminnes Hävd - The Forest Sessions - Gtf LP,6663666401020,1,LP,BLACKLODGE,1000,0,1,1,08.02.2019
4310,FARO211LP,Marcos Valle,Sempre,827565062737,1,LP,Far Out,1121,0,1,3, 
4313,DW102,ENNIO MORRICONE,SPACE 1999,8018163095766,1,LP,DEATH WALTZ RECORDIN,2579,0,1,2,07.09.2017
4314,DBTMLP207,DONNA SUMMER,I'M A RAINBOW - DONNA SUMMER VINYL,654378617928,2,LP,Demon,1662,0,1,1,01.12.2014
4318,SUB018,FIS,FROM PATTERNS TO DETAILS,5065002106179,1,LP,SUBTEXT,954,0,1,1,01.10.2017
4319,CRAM 290DLP,MATIAS AGUAYO,SUPPORT ALIEN INVASION,876623008002,1,LP,CRAMMED DISCS,1625,0,1,2,24.05.2019
4320,MRBLP178,"MAIA,TIM",TIM MAIA [1978],7119691255118,1,LP,MR BONGO,1351,0,1,5,26.10.2018
4324,GIR11LPX,DJ YODA,BREAKFAST OF CHAMPIONS,5060091556799,1,LP,GET INVOLVED RECORDS,1125,0,1,2,23.03.2015
4326,5302151,PIERCE THE VEIL,MISADVENTURES             vinyl,714753021518,1,LP,CAROLINE RECORDS,1870,0,1,1,13.05.2016
4327,MRBLP149,"COSTA,GAL",INDIA,7119691248516,1,LP,MR BONGO,1504,0,1,3,04.08.2017
4329,WIGLP385,KING CREOSOTE,ASTRONAUT MEETS APPLEMAN,887828038510,1,LP,Domino Records,1109,0,1,2,02.09.2016
4330,BBE476CLP,Marcel Vogel,The Sound of Lumberjacks in Hell,730003147616,1,LP,BBE,1562,0,1,1,28.09.2018
4332,GBLP 045,Bargou 08,Targ,4030433604519,1,LP,Glitterbeat Records,1062,0,1,2,17.02.2017
4341,WIGLP399,Panda Bear,Buoys,887828039913,1,LP,Domino Records,1109,0,1,1,08.02.2019
4343,4792445A,SOUNDGARDEN,LOUDER THAN LOVE,602547924452,1,LP,A&M,1289,0,1,14,26.08.2016
4346,4781325,"ALLMAN BROTHERS BAND,THE",AT FILLMORE EAST,602547813251,2,LP,ISLAND,1688,0,1,1,22.07.2016
4349,778151,Royce Da 5'9',Book Of Ryan,99923979111,1,LP,eOne Music - Vertrieb,1924,0,1,1,15.06.2018
4351,MOSHILP82B,CHARLES WATSON,NOW THAT I'M A RIVER,5053760041337,1,LP,MOSHI MOSHI,1340,0,1,1,19.07.2018
4354,COUNT7077,THE HEAVY,HURT & THE MERCILESS,5054429004069,1,LP,Ninja Tune,2408,0,1,2,01.04.2016
4356,8811931,DELAIN,HUNTER'S MOON             2LP + Blu-Ray,840588119318,3,LP,NAPALM RECORDS,1650,0,1,7,22.02.2019
4359,FREUDLP129,JOHNNY THUNDERS,"QUE SERA, SERA (RESURRECTED)",5013145212936,1,LP,JUNGLE RECORDS,1429,0,1,1,13.04.2019
4362,MULEMUSIQ228,YOUANDME,BELONG,880319949210,1,12',MULEMUSIQ,715,0,1,1,31.08.2018
4364,88843024691,"Jarre, Jean-Michel",Equinoxe,888430246911,1,LP,Sony Music Catalog,1250,0,1,1,09.10.2015
4365,RPUT17,PAIN DIMENSION,EMPTY ROOM,5060091557345,1,LP,REQUIEM FOR A TWISTER,1125,0,1,1,08.07.2016
4369,H20031,"Williams, Lucinda",The Ghosts of Highway 20 (2LP),83832192815,1,LP,Thirty Tigers,1569,0,1,1,22.01.2016
4372,PRD73351,Leslie West,Unusual Suspects,8712725733515,1,LP,Mascot,750,0,1,1,23.09.2011
4376,MRBLP191,"ISHIKAWA,AKIRA",BACK TO RHYTHM,7119691257914,1,LP,MR BONGO,1351,0,1,3,29.03.2019
4378,XLLP129,BASEMENT JAXX,REMEDY,634904012915,1,LP,BBQ-XL RECORDINGS,1305,0,1,2,14.10.2004
4381,LITA169LP,"HAZLEWOOD,LEE",CRUISIN FOR SURF BUNNIES,826853016919,1,LP,LIGHT IN THE ATTIC,1821,0,1,2,28.09.2018
4382,FTR6LP,BORA,NOYEE,5053760051282,1,LP,FIRST TERRACE,1032,0,1,1,30.08.2019
4385,MRBLP189,TRIO MOCOTO,TRIO MOCOTO,7119691256511,1,LP,MR BONGO,1351,0,1,2,22.02.2019
4386,BLOD138LP,Nale,Ghost Road Blues - LP,6663666401389,1,LP,BLACKLODGE,1000,0,1,1, 
4388,STS258LP,TODD RUNDGREN/EMIL NIKOLAISEN/LINDSTROM,RUNDDANS,5053760013976,1,LP,SMALLTOWN SUPERSOUND,1444,0,1,1,29.04.2015
4389,WIGLP184,KILLS,MIDNIGHT BOOM,5034202018414,1,LP,Domino Records,1109,0,1,1,10.03.2008
4390,PRD74611LP,"The Rides (Stills, Shepherd, Goldberg)",Pierced Arrow (180 Gr. Black Vinyl+MP3),819873013334,1,LP,Mascot,1125,0,1,6,06.05.2016
4391,RE1LP,FLOATING POINTS,REFLECTIONS - MOJAVE DESERT,5053760029939,1,LP,PLUTO 2,1340,0,1,1,22.06.2017
4395,7202744,GOV'T MULE,REVOLUTION COME...REVOLUTION GO,888072027442,2,LP,CONCORD,1688,0,1,1,09.06.2017
4396,IDIB74LP,JOHNNY JEWEL,DIGITAL RAIN,5053760037514,1,LP,ITALIANS DO IT BETT,1031,0,1,1,18.01.2018
4397,8811942,UNLEASHED,"HUNT FOR WHITE CHRIST, THE",840588119424,1,LP,NAPALM RECORDS,1388,0,1,1,26.10.2018
4402,HDB114,DJ TRE,THE UNDERDOGG EP,5055869558518,1,12',HYPERDUB,562,0,1,2, 
4404,DAP041LP,"BRADLEY,CHARLES",CHANGES,823134004115,1,LP,DAPTONE RECORDINGS,1386,0,1,3,01.10.2017
4405,PRD75541,Beth Hart,Front And Center - Live From New York (2LP),819873018636,1,LP,Mascot,1500,0,1,3, 
4406,FR LP 882R,PRIMAL FEAR,APOCALYPSE (LP) Red,8024391088272,1,LP,Frontiers,1500,0,1,4, 
4407,1884021,CREEDENCE CLEARWATER REVIV,COSMO'S FACTORY,25218840217,1,LP,FANTASY,1688,0,1,1,06.03.2015
4409,MRBLP010,DORIS,DID YOU GIVE THE WOR,711969119213,1,LP, ,1140,0,1,2,01.01.2014
4410,FR LP 867SI,SUNSTORM,THE ROAD TO HELL (LP) Silver,8024391086735,1,LP,Frontiers,1500,0,1,2, 
4413,9362461711,OST,DEAD MAN,93624617112,1,LP,ADA-VAPOR,1665,0,1,7,12.07.2019
4416,RTRADLP823,ANOHNI,HOPELESSNESS,883870082310,1,LP,Rough Trade,1232,0,1,1,06.05.2016
4421,CRAM 255LP,SKIP&DIE,COSMIC SERPENTS,876623007272,1,LP,CRAMMED DISCS,1625,0,1,1,08.07.2009
4422,HDBLP014,LAUREL HALO,QUARANTINE,5055300330567,1,LP,HYPERDUB,842,0,1,2, 
4425,MRBLP214,Hozan Yamamoto With Sharps & Flats,Beautiful Bamboo-Flute,7119691261218,1,LP,Mr Bongo Records,1351,0,1,3,13.09.2019
4429,FBN38,TUNNELVISION,WATCHING THE HYDROPLANES,708527190111,1,LP,FACTORY BENELUX,1548,0,1,2,30.08.2019
4430,ARLEN009LP,GHOST MUSIC,I WAS HOPING YOUD PASS BY HER,666017313511,1,LP,ARLEN,1014,0,1,1,19.01.2018
4431,WIGLP425X,James Yorkston,The Route To The Harmonium,887828042531,1,LP,Domino Records,1278,0,1,4,22.02.2019
4440,MCR926,THIS HEAT,MADE AVAILABLE,826853092616,1,LP,MODERN CLASSICS,1702,0,1,2,17.08.2018
4441,WIGLP69,QUASI,FIELD STUDIES,5034202006916,1,LP,DOMINO,1126,0,1,1,10.06.2016
4442,PRD74811,Joe Bonamassa,Blues Of Desperation (2LPGatefold Black Vinyl+MP3),819873012702,1,LP,Mascot,1250,0,1,2,25.03.2016
4443,ACOLOUR013,BLUEBOY,IF WISHES WERE HORSES,4251648413523,1,LP,A COLOURFUL STORM,1909,0,1,2,06.09.2019
4445,HYG008,"SCHWARZWALDER,CHRISTOPHER & IA",OUT THE WINDOW,4251648412922,1,LP,HOLD YOUR GROUND,1909,0,1,2,06.09.2019
4446,DOS735H,TONY BENNETT,The Beat Of My Heart,889397577353,1,LP,DOL,689,0,1,2, 
4447,76282-1,BLINKY BILL,EVERYONE S JUST WINGING IT AND OTHER FLY TALES,3567257628212,1,LP,LUSAFRICA,1250,0,1,2, 
4449,RUG279,Arctic Monkeys,Teddy Picker,887829027971,1,7',Domino,352,0,1,3,09.08.2019
4450,405538481136,MORRISSEY,CALIFORNIA SON,4050538481136,1,LP,ADA-BMG RIGHTS,1620,0,1,1,24.05.2019
